id	filename	md5	size	state
24f43a2c-0df0-464c-a4ef-80be1aa203df	24f43a2c-0df0-464c-a4ef-80be1aa203df/4010f503-1d92-4e60-b9e0-5da0bab1fe76.rna_seq.augmented_star_gene_counts.tsv	a00d8027a727b68e81e83f2ddd6b566a	4250160	validated
255d2ed8-2b59-486a-bfe2-0ba938b9aeb6	255d2ed8-2b59-486a-bfe2-0ba938b9aeb6/274f9dc8-eac5-4a19-8e22-f3af2201f50f.rna_seq.augmented_star_gene_counts.tsv	ce5ee4f6f74a6a35aee57857c5d71bd9	4235343	validated
2562285c-fe56-4011-a9e9-9e17bb78becb	2562285c-fe56-4011-a9e9-9e17bb78becb/bbedd02c-32d6-462d-9c08-280626ff0d37.rna_seq.augmented_star_gene_counts.tsv	e20923911b4a15046aedfd3b5fb1c584	4237298	validated
2d6da3de-d9be-4037-9fd7-e64d5c91ba1e	2d6da3de-d9be-4037-9fd7-e64d5c91ba1e/a3f7a66c-4b4a-4264-848d-8a2e1293ea8d.rna_seq.augmented_star_gene_counts.tsv	df566522d08112c103415edaa5ffbe36	4247923	validated
2e4b4712-a733-4599-8119-926aa5934be9	2e4b4712-a733-4599-8119-926aa5934be9/8db02654-0d3f-4fac-b5f3-2550160dba5e.rna_seq.augmented_star_gene_counts.tsv	e7b74295b2e91209845818d4a0b1aab5	4248049	validated
2fb6d7bd-f6df-45a4-b8a7-8de33119d52f	2fb6d7bd-f6df-45a4-b8a7-8de33119d52f/bfeb8843-342b-4369-bbf2-55534c3f1bbf.rna_seq.augmented_star_gene_counts.tsv	4c41c81c17da686baf76523e1e62fcb1	4221391	validated
330a912b-ae31-4a54-8611-f32b098ba946	330a912b-ae31-4a54-8611-f32b098ba946/0f89d64f-bd06-445e-a788-20670ccca558.rna_seq.augmented_star_gene_counts.tsv	dfa579563d24e2ef26f97ccee20b5ed4	4247139	validated
331a54d0-3061-4e9e-93c7-3fb0f9a96254	331a54d0-3061-4e9e-93c7-3fb0f9a96254/c8462133-86a7-4be2-a689-07cebed4cc78.rna_seq.augmented_star_gene_counts.tsv	9a56ad04b493b45a220635490daad4e9	4259275	validated
34bd0526-91b2-4b99-a33b-5d4bc8c68d39	34bd0526-91b2-4b99-a33b-5d4bc8c68d39/e501f4c1-736f-469d-b7f3-fb03a3b96b86.rna_seq.augmented_star_gene_counts.tsv	258e249a51763c2c1cc63351025f5e11	4248522	validated
3537c794-46e2-4756-b1d5-f32896e24536	3537c794-46e2-4756-b1d5-f32896e24536/a57f68a2-225b-4be1-97b6-cab305c36ef1.rna_seq.augmented_star_gene_counts.tsv	869573acdbd5ccbd70c53f936723053b	4254673	validated
369d7929-e499-436c-b1cc-231715d11635	369d7929-e499-436c-b1cc-231715d11635/e7993655-5901-4649-8a05-96ad9448369b.rna_seq.augmented_star_gene_counts.tsv	24a2a6833f95d3942641435281e73263	4247208	validated
3bfbdcb6-1e9a-43e9-9015-d55b279dc559	3bfbdcb6-1e9a-43e9-9015-d55b279dc559/10ef264c-4000-4286-860a-5a6f633ecb29.rna_seq.augmented_star_gene_counts.tsv	7946a84c82ffb0ca618d5d00a68f43bb	4254105	validated
3de35a77-f963-45ff-bfad-a5f24dda75ef	3de35a77-f963-45ff-bfad-a5f24dda75ef/732dff9f-5bcf-43c2-8ce4-062e2f49165a.rna_seq.augmented_star_gene_counts.tsv	78b6e46823750888607a7ef45186aa24	4257008	validated
41954992-a111-4fbb-b6e2-d5ac8f564bf6	41954992-a111-4fbb-b6e2-d5ac8f564bf6/3e6f757e-efc5-414d-ae8d-5e4e0278ebe0.rna_seq.augmented_star_gene_counts.tsv	3a176d8b18770113a02b643d0ace68c4	4229691	validated
4ab7002a-08f8-4187-96cd-8f3183336a5a	4ab7002a-08f8-4187-96cd-8f3183336a5a/014cd25b-c543-4bad-ab82-017127a3f736.rna_seq.augmented_star_gene_counts.tsv	1e9b996a4f5e8114f3e4dae7ff9734af	4245053	validated
4d6e5f5f-ab63-49a6-9a53-a89b7ef76783	4d6e5f5f-ab63-49a6-9a53-a89b7ef76783/1f0ba713-8b78-47bd-bd5e-d727abe27640.rna_seq.augmented_star_gene_counts.tsv	a59c283ba652c1968c41ff56220bcdc1	4248914	validated
572cfe32-d1b4-44f7-98f4-a9079f3e376c	572cfe32-d1b4-44f7-98f4-a9079f3e376c/e0dc37ca-8fb7-470b-b899-4ac49c4bf190.rna_seq.augmented_star_gene_counts.tsv	d542c381b4807966b4885117b06e8999	4235543	validated
58eee6a5-aaae-486e-b4ec-ba191af5fcb5	58eee6a5-aaae-486e-b4ec-ba191af5fcb5/f637da65-d455-440f-8342-47b6a3c3d189.rna_seq.augmented_star_gene_counts.tsv	c2c20cb1b32f57e3cf060ab21d4e8c93	4243647	validated
5d9c87af-9ac3-42a7-a0c3-84a490957188	5d9c87af-9ac3-42a7-a0c3-84a490957188/4b2025a1-962d-42d4-8578-ff29e74a826d.rna_seq.augmented_star_gene_counts.tsv	fd71a28f572bd19dc5fa1915534a7077	4245258	validated
5df50268-5981-49b7-8604-1dfe1af21cb9	5df50268-5981-49b7-8604-1dfe1af21cb9/8f9ecd05-a00b-4203-a052-bc1fc1cd0a9d.rna_seq.augmented_star_gene_counts.tsv	8de1172988916108de224937c46116da	4243874	validated
6054b034-7dfc-4bb6-973f-ab26ff94c578	6054b034-7dfc-4bb6-973f-ab26ff94c578/100dd369-2080-45a8-8d28-e4ab24eb34bf.rna_seq.augmented_star_gene_counts.tsv	925c08cef4aec5b0c775ede4ab0f7e0c	4239401	validated
61e2977f-ac86-4a5a-819d-3fba1af9253a	61e2977f-ac86-4a5a-819d-3fba1af9253a/863db1ca-ce1d-4e62-b81a-0282b832447f.rna_seq.augmented_star_gene_counts.tsv	b64e79e390e59621cd83a4d63ed50739	4241349	validated
6a2325f0-0fe8-4fab-8af3-ab89e8aa47f0	6a2325f0-0fe8-4fab-8af3-ab89e8aa47f0/5bf57535-1a6d-4417-9963-cb63883eb924.rna_seq.augmented_star_gene_counts.tsv	c68c9227b6cdcaf25b6f60478037ea75	4249565	validated
6ec7b719-0f95-4108-8e26-a7049e29d495	6ec7b719-0f95-4108-8e26-a7049e29d495/ae21852f-75e2-4333-a624-0875028252d3.rna_seq.augmented_star_gene_counts.tsv	625bb69e3f5175e27f3ad941b3a42f39	4232420	validated
73b5e567-d5a8-4fe7-b60e-fd4654d56fb5	73b5e567-d5a8-4fe7-b60e-fd4654d56fb5/af515665-ebc5-4825-b331-c6cd92d32a48.rna_seq.augmented_star_gene_counts.tsv	36546cf5851febb5670bb781006c91ab	4233060	validated
73d97d28-fb60-4380-8ba0-34e79da74af2	73d97d28-fb60-4380-8ba0-34e79da74af2/fb312dd9-da8b-4190-999e-37cad1d683d5.rna_seq.augmented_star_gene_counts.tsv	9f3a3103d84c175462cdf119e338bdd1	4230543	validated
7437d3a0-976d-4151-8f89-b30a4a092a60	7437d3a0-976d-4151-8f89-b30a4a092a60/b649c743-c5bd-4c00-a6dc-422021ac538e.rna_seq.augmented_star_gene_counts.tsv	d995ea875e7ad4cf2ffd3b89f5234db3	4235072	validated
743a0026-5df2-4a13-8abf-aa45798ec131	743a0026-5df2-4a13-8abf-aa45798ec131/a6ada133-ba5e-4d1d-ad3c-e315b44d3e79.rna_seq.augmented_star_gene_counts.tsv	35c1952ceb3953bae8a86664cf55cc51	4232517	validated
78beabfc-8b98-4f21-94c2-cd6c21255f66	78beabfc-8b98-4f21-94c2-cd6c21255f66/d78b8689-b4f9-4ff6-8f67-9d9fd46c8672.rna_seq.augmented_star_gene_counts.tsv	d8a8f348dd298a188995f8a37b6e3c57	4245940	validated
7c90bf9b-74c9-459c-9cd7-944ea4535a6d	7c90bf9b-74c9-459c-9cd7-944ea4535a6d/9124c3d4-eed6-44d5-b38a-ce8646537907.rna_seq.augmented_star_gene_counts.tsv	d8046aab5e7aad6a4c67a888fddd2842	4243654	validated
7d7719e1-5451-4ec0-a3d6-99aaaf640bcd	7d7719e1-5451-4ec0-a3d6-99aaaf640bcd/d7df3edb-bb4a-47a2-8066-fc2f700c6102.rna_seq.augmented_star_gene_counts.tsv	7f0b278a0a7a9ff08d7e20ae543850c1	4256615	validated
80bd1a2f-c729-40f3-b50f-8a3b766e0231	80bd1a2f-c729-40f3-b50f-8a3b766e0231/c80995bd-d6b7-4780-8a1c-486234f12313.rna_seq.augmented_star_gene_counts.tsv	0bee1adcda25dd6188b329372a8fbaad	4239684	validated
828b7513-8452-4541-8576-8c2f66e79892	828b7513-8452-4541-8576-8c2f66e79892/658d6096-cbc1-4bb1-988a-465b3e54b94c.rna_seq.augmented_star_gene_counts.tsv	239bdc89ace9ccc372c7ca4a10c0f508	4247883	validated
83395208-40ec-4a57-a3ea-5f9dd8491998	83395208-40ec-4a57-a3ea-5f9dd8491998/863d3b39-5c73-4638-ace9-7206d6e00d43.rna_seq.augmented_star_gene_counts.tsv	bbbf5224e2bb7629ac0a6f7b0d94c7f5	4255921	validated
86e14130-79ee-4cbf-8328-3dd9c65d61dd	86e14130-79ee-4cbf-8328-3dd9c65d61dd/d0b56d64-2260-4e42-a6d0-ffafaeb289e5.rna_seq.augmented_star_gene_counts.tsv	f4c88f82c75e3f9b7f695851a8b1f99f	4237013	validated
8a56004e-52fb-4a5e-afa0-e466ca53d57b	8a56004e-52fb-4a5e-afa0-e466ca53d57b/4081a993-2233-4ab8-8cc0-e6967266a180.rna_seq.augmented_star_gene_counts.tsv	c8fc6c82740362ff7cd2d0a28d3c0c67	4247937	validated
8c2d01a0-7df8-465a-9739-b25d96f98ddd	8c2d01a0-7df8-465a-9739-b25d96f98ddd/516b3755-74d6-4a8a-90c1-90097a61f63d.rna_seq.augmented_star_gene_counts.tsv	a4138d84832fc5482fd96e7855d6264e	4240071	validated
8ceb5f0b-cbfb-400d-93b8-df005bb46e31	8ceb5f0b-cbfb-400d-93b8-df005bb46e31/054f5722-e1b9-43bb-9746-5c29be04a5a3.rna_seq.augmented_star_gene_counts.tsv	7e8a3db8d9e125bf514d90290815fa9e	4253952	validated
8e10e799-ae5c-49f7-a249-2d16d796066c	8e10e799-ae5c-49f7-a249-2d16d796066c/dfd48886-e56e-4361-b080-342e1ff7e84a.rna_seq.augmented_star_gene_counts.tsv	17136e79ac427d833c136dde3e99e05f	4247842	validated
8fe484cf-e146-4b6f-a852-b2510c7eac4b	8fe484cf-e146-4b6f-a852-b2510c7eac4b/90498d57-88da-475a-944e-8d3bc3910fd6.rna_seq.augmented_star_gene_counts.tsv	b58a53a5b4651ad68e25e5842ef957c7	4229010	validated
986759bd-7232-46a9-84f3-0e71026a01fd	986759bd-7232-46a9-84f3-0e71026a01fd/05791785-80ef-46cd-970b-5bd0c0d1b8e3.rna_seq.augmented_star_gene_counts.tsv	4acc7f75fd24a17e910ce7e4d7deb579	4246462	validated
9c622d7a-d739-4d5d-824a-923414f13f6f	9c622d7a-d739-4d5d-824a-923414f13f6f/f6df6ae0-003e-4ba2-8a55-06734b4cbed3.rna_seq.augmented_star_gene_counts.tsv	90108338ef8a143b77dc31c40bee3289	4251902	validated
a2c1332c-f9e9-4d41-bad5-e58ebf809800	a2c1332c-f9e9-4d41-bad5-e58ebf809800/be992b6a-3878-46dd-8e18-9fd0ee7e7b00.rna_seq.augmented_star_gene_counts.tsv	846d606eaf802c6c9aab02e8e9fc1cff	4249057	validated
a41454c8-c8c2-4d33-9ff8-402fd89d2163	a41454c8-c8c2-4d33-9ff8-402fd89d2163/16bee60c-36ed-491a-8a93-fe2cbdaad11e.rna_seq.augmented_star_gene_counts.tsv	765b8727558b775dd762b6248277643a	4261170	validated
a56c9911-e164-4572-aef8-37754ee056e3	a56c9911-e164-4572-aef8-37754ee056e3/2bc0030c-7f9d-47ee-9b0a-82c6bf99192a.rna_seq.augmented_star_gene_counts.tsv	c660b31122cae4ec6359c4dc5ed6e64e	4248868	validated
b8f8504c-1d5e-48b3-a54f-88250da4264f	b8f8504c-1d5e-48b3-a54f-88250da4264f/dbaa5305-a8c3-42e9-9ffa-812d01bac6ad.rna_seq.augmented_star_gene_counts.tsv	2dd534fae22205ff072b11a8353d0251	4241699	validated
ba6dfcd5-be76-481f-9e8e-19421cf23695	ba6dfcd5-be76-481f-9e8e-19421cf23695/11da21cd-5029-491e-b7a1-d6f4d9306f3e.rna_seq.augmented_star_gene_counts.tsv	2e536c0b171b14dbac612c31ba2da6bc	4254134	validated
bbb17751-e367-45a2-b561-9607d02d03c3	bbb17751-e367-45a2-b561-9607d02d03c3/f09af03e-597b-4a6c-bd12-20c5d9ede033.rna_seq.augmented_star_gene_counts.tsv	20c9fcb5e68f0d9901387468883a879e	4244304	validated
bdcb4d2f-7d86-4a59-8dbd-8b7300b45b72	bdcb4d2f-7d86-4a59-8dbd-8b7300b45b72/141b1a1a-53ba-4736-a8cb-d599f17370f1.rna_seq.augmented_star_gene_counts.tsv	30bf294d4faab342290a49b7f00d373d	4255745	validated
bed26808-c053-4ad1-ba5c-68819d4a6fd1	bed26808-c053-4ad1-ba5c-68819d4a6fd1/c59cc280-d219-4a96-8f48-f68ee7a1429f.rna_seq.augmented_star_gene_counts.tsv	c154195d2df7a70abc176d57280e3bf1	4246035	validated
bf080139-5562-4d85-8a56-19bc15e80357	bf080139-5562-4d85-8a56-19bc15e80357/01b48ab6-4c3b-4b40-89a6-55d64017770d.rna_seq.augmented_star_gene_counts.tsv	c867540424ac8c6ba5dda4e35fa2c99d	4248310	validated
c68fded5-978b-4d7a-9077-89c2c6b35f47	c68fded5-978b-4d7a-9077-89c2c6b35f47/569b828a-c2a7-4131-94f7-585f07b06e97.rna_seq.augmented_star_gene_counts.tsv	c85942e1b6f07ae3806fd7ca7c5c6462	4245371	validated
ca47a7ca-d9aa-4140-a74b-4a1c75fe9ad9	ca47a7ca-d9aa-4140-a74b-4a1c75fe9ad9/bb71d96c-d14e-4e9c-be07-17534f4b541b.rna_seq.augmented_star_gene_counts.tsv	9ed70bd9d9eddf64ed7521e76f5470cb	4235920	validated
cc455312-98ef-40a7-b2f6-6ee31380b06e	cc455312-98ef-40a7-b2f6-6ee31380b06e/c3fa5261-0033-4ceb-a9ef-d33455c0f302.rna_seq.augmented_star_gene_counts.tsv	7e634e351000baee41b5d879966a8ead	4222566	validated
d2f080ca-6e8b-4b9c-b64d-376ca8a8beed	d2f080ca-6e8b-4b9c-b64d-376ca8a8beed/77b65c25-f82c-4140-9eb1-8f5956cd2e17.rna_seq.augmented_star_gene_counts.tsv	469dc5bc32e73f15edad3724d1791805	4229511	validated
d782f777-5651-47a6-bbb3-4d871a6b3a27	d782f777-5651-47a6-bbb3-4d871a6b3a27/cd7a8848-af76-46b6-ad93-86dea30bea04.rna_seq.augmented_star_gene_counts.tsv	a7ded4625471d4c8da6dcccc772b823d	4254522	validated
dbe50f57-74d7-4b5f-a996-dfc8d9874d55	dbe50f57-74d7-4b5f-a996-dfc8d9874d55/12bba991-4912-435f-b6ad-e4814e79fe98.rna_seq.augmented_star_gene_counts.tsv	782afdae9e9be4d821439ecdbdbbe716	4254091	validated
e4240172-1921-44aa-95da-781be3485a1e	e4240172-1921-44aa-95da-781be3485a1e/2a78e2d5-0d9f-4269-a5d2-f1a83e8f4cf8.rna_seq.augmented_star_gene_counts.tsv	9e66aceb255cf78bd039f9c73b4038b9	4244004	validated
edf83523-a278-4657-88f9-230494fae0b9	edf83523-a278-4657-88f9-230494fae0b9/cee42193-cd5a-45c0-9563-1dc461a6974c.rna_seq.augmented_star_gene_counts.tsv	2a82c605bc042f7c648b427e57965a51	4255547	validated
efb66622-cf03-4f74-98e5-8c38d87a90f7	efb66622-cf03-4f74-98e5-8c38d87a90f7/df656853-7a02-4bd9-b700-dfb374b767de.rna_seq.augmented_star_gene_counts.tsv	747c022e0f4ab5d596c9cbe03a8f9580	4244529	validated
f007e19e-984c-4c94-b1d0-e4c298d9faa9	f007e19e-984c-4c94-b1d0-e4c298d9faa9/de7040ae-3995-4cb1-8f87-a3e4bfb4792f.rna_seq.augmented_star_gene_counts.tsv	670e2ac1877e222380708f97b1ad6734	4231462	validated
f8ba326c-a068-4d8c-a544-07fd13c39cbd	f8ba326c-a068-4d8c-a544-07fd13c39cbd/b79c9932-bc2b-4c87-b954-3b6efd0d76e5.rna_seq.augmented_star_gene_counts.tsv	a5ba87a5d2a3b70ef6f90c71d5b69ec9	4245285	validated
fc3d1c27-2956-4d74-991c-fc35d5c9ecbd	fc3d1c27-2956-4d74-991c-fc35d5c9ecbd/6ec6b3ce-0574-41d8-b22e-b27f3418adc6.rna_seq.augmented_star_gene_counts.tsv	ee7ee37206ed8066d3797f1ad1197fa4	4249355	validated
